type_id,name
100,HKH00120
102,HKH00121
105,HKH00149
103,HKH00137
104,HKH00122
106,HKH00141
107,HKH00142
108,HKH00150
109,HKH00134
110,HKH00133
111,HKH00147
101,HKH00135
112,HKH00116
113,HKH00158
114,HKH00168
115,HKH00165
116,HKH00167
117,HKH00190
118,HKH00204
119,HKH00178
120,HKH00125
121,HKH00195
122,HKH00127
(23 rows)
